geoName,year,NIH,abdominal,aerobic exercise,apnea,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,calories,cholesterol,diabetes,diabetes insipidus,diabetes insulin,diabetes mellitus,diabetes symptoms,diabetic,diabetic diet,diabetic ketoacidosis,diet,dietary,dresses plus size,e-bike,ejercicios,endocrine,exercise,exercises,fitbit,fitness,fitness gym,food delivery near me,gastric,glucose,glycogen,gym,gym near me,healthy,how to exercise,how to lose weight,hyperglycemia,hypertension,iPod,icd 10 codes,inactivity,insanity workout,insulin,insulin syringes,ipod reset,jogging,ketoacidosis,malnutrition,meals,my fitness pal,nutrition,obese,obesity,pizza delivery,polyphagia,pre workout,prediabetes,quinoa gluten free,sclerosis,signs of diabetes,slim,sugar level,symptoms of congestive heart failure,symptoms of diabetes,symptoms of high blood sugar,t25 schedule,trainer,type 2,type 2 diabetes,unhealthy,visceral,weighing,weight loss,wellness,workout,yoga
Mississippi,2011,5,95,94,93,82,18,0,0,0,64,66,76,100,93,57,82,86,100,89,90,78,92,84,96,0,12,100,89,94,43,46,35,0,64,84,85,36,47,71,97,100,68,100,67,38,49,74,76,0,0,87,74,51,75,64,53,85,100,38,46,50,26,0,100,75,95,85,0,99,89,0,74,70,66,79,74,69,100,30,93,19
Missouri,2011,8,81,68,73,75,36,24,26,32,51,55,81,75,82,56,65,71,73,72,65,69,81,73,56,36,27,57,80,87,88,69,49,10,50,69,61,57,27,75,72,65,50,74,67,9,31,66,80,38,58,67,65,57,79,76,75,71,64,59,27,66,35,23,76,70,66,52,84,71,32,0,83,70,66,73,59,62,72,29,86,33
Montana,2011,9,92,0,78,79,84,0,0,55,95,62,74,77,78,74,44,66,75,67,52,0,91,77,39,0,6,46,96,97,38,50,33,0,41,77,94,54,0,93,70,57,35,82,91,81,0,61,67,0,0,59,75,42,80,73,55,69,67,71,0,53,61,0,75,39,50,49,0,65,0,0,94,65,54,27,29,72,68,39,86,59
Nebraska,2011,5,85,72,90,86,56,0,0,37,54,65,89,74,84,100,66,98,79,68,51,91,82,82,53,64,25,59,88,85,67,72,54,20,50,70,62,45,39,79,71,63,49,68,82,32,46,80,81,100,0,72,98,73,81,71,100,69,75,60,59,100,38,0,72,74,54,37,0,63,0,0,86,59,54,57,96,54,78,38,96,35
Nevada,2011,3,64,40,69,72,39,0,0,39,69,82,72,74,71,29,45,60,57,59,47,55,84,50,44,100,58,53,75,78,95,75,60,31,50,59,51,70,31,69,65,62,48,61,73,12,25,70,57,94,0,57,67,32,57,48,57,68,51,87,60,59,21,0,67,61,67,57,0,57,37,0,98,55,54,67,52,56,65,29,87,49
New Hampshire,2011,7,72,68,87,68,58,0,0,61,67,46,71,78,80,37,58,86,64,55,45,63,77,75,46,0,11,61,89,93,76,66,62,25,49,64,58,78,49,93,65,57,47,61,86,20,28,51,73,0,0,62,78,61,80,73,55,81,69,52,0,52,50,0,76,81,53,49,0,58,0,0,87,62,53,68,61,47,61,43,91,71
New Jersey,2011,6,75,67,63,77,45,34,32,33,48,73,74,82,80,50,70,63,67,53,44,50,70,56,51,66,50,55,86,94,51,81,100,19,46,65,54,90,82,69,88,73,32,65,84,18,32,63,68,42,66,58,42,45,54,41,52,69,59,44,28,71,39,36,74,54,66,61,54,54,27,0,82,56,55,78,76,77,63,36,92,56
New Mexico,2011,8,84,83,100,60,50,0,0,44,66,65,68,78,92,54,65,98,80,80,73,67,79,77,45,0,54,59,90,92,24,71,48,0,46,85,64,60,53,73,72,67,66,78,85,21,48,75,84,0,0,53,56,63,67,67,52,94,65,50,26,51,51,0,81,63,68,57,0,67,0,0,84,67,77,42,90,56,65,82,88,61
New York,2011,7,73,55,63,64,44,40,51,33,36,55,89,70,67,51,45,51,55,47,32,50,65,54,42,43,49,54,73,73,51,69,77,11,43,55,47,85,58,70,64,59,32,58,65,14,18,48,59,39,50,57,45,42,50,39,49,64,51,51,28,51,35,41,70,49,62,55,32,48,29,8,70,47,43,78,66,56,58,29,75,73
North Carolina,2011,10,80,73,78,75,47,51,24,34,59,65,76,83,79,52,63,72,74,66,50,51,77,65,58,12,33,89,86,87,49,66,63,16,63,67,53,69,22,71,83,71,41,72,72,14,39,66,74,61,65,76,60,54,75,66,66,70,66,64,32,56,48,33,78,58,66,66,100,59,45,0,77,63,56,67,72,71,78,39,91,46
North Dakota,2011,7,96,0,82,84,36,0,0,0,57,66,75,90,85,0,88,100,82,67,47,0,80,84,77,0,0,73,97,92,37,57,43,0,100,80,79,45,0,88,82,70,54,86,86,0,0,100,99,0,0,100,100,58,100,68,74,76,72,66,0,70,66,0,90,97,53,43,0,57,0,0,81,57,73,61,71,100,68,83,100,22
Ohio,2011,7,82,60,80,81,36,43,26,35,50,65,80,83,85,76,80,74,73,71,54,84,77,74,57,22,17,57,86,88,60,58,43,14,49,73,59,49,32,81,74,70,47,73,83,20,26,65,80,44,62,61,60,57,72,67,77,79,67,54,41,68,43,25,83,59,63,59,92,64,44,0,83,67,63,76,68,63,70,38,89,39
Oklahoma,2011,4,89,84,89,90,34,0,0,31,56,63,79,82,87,72,85,99,70,89,87,71,87,75,50,0,31,45,85,89,40,54,52,21,54,78,58,60,28,73,74,79,51,74,68,28,32,70,87,31,0,74,73,43,82,82,72,78,69,53,48,97,45,0,85,70,70,48,0,71,100,0,91,61,72,69,45,65,74,27,95,26
Oregon,2011,6,71,90,73,66,100,100,97,86,69,51,79,81,77,42,76,59,64,60,44,53,80,71,36,50,22,52,85,83,62,80,50,8,38,63,59,57,39,81,67,48,36,62,73,19,30,38,70,65,60,76,57,49,71,65,60,72,62,91,42,38,76,100,70,59,58,45,0,56,35,0,87,62,57,72,91,54,63,49,69,73
Pennsylvania,2011,10,86,68,83,71,48,43,45,35,55,62,83,86,84,77,62,71,74,65,42,58,71,72,53,27,16,57,90,93,56,73,66,25,59,71,55,72,49,73,77,66,48,79,79,20,37,59,81,64,59,65,53,56,68,61,61,76,66,63,48,56,39,33,85,57,59,57,44,57,52,0,80,60,60,74,74,71,66,36,84,52
Rhode Island,2011,12,79,71,69,71,51,0,0,40,54,63,78,76,79,82,70,48,62,56,44,48,74,81,42,0,39,59,84,93,58,71,87,0,53,66,35,82,62,74,64,66,37,63,83,25,43,49,72,0,0,55,62,39,67,35,63,65,72,72,0,57,43,0,81,66,62,63,0,38,0,0,79,64,60,95,100,60,70,35,80,75
South Carolina,2011,6,84,80,84,85,34,27,0,33,59,61,69,76,84,66,50,69,86,74,79,58,82,65,69,0,22,56,92,94,48,53,57,27,55,70,46,72,54,78,82,81,46,71,78,26,30,61,71,36,68,69,66,48,81,71,59,71,71,64,21,44,56,0,78,69,72,74,0,81,41,0,81,60,61,70,62,76,80,37,90,38
South Dakota,2011,4,96,0,73,100,48,0,0,29,76,73,82,96,100,80,75,82,90,70,72,47,87,100,65,0,19,74,100,94,76,55,30,61,66,83,64,49,0,86,94,69,76,95,90,100,0,92,100,0,0,80,72,88,93,61,80,84,85,38,0,82,100,0,100,73,61,90,0,71,0,0,94,68,100,92,94,34,84,100,94,25
Tennessee,2011,9,88,62,91,78,39,29,35,30,49,65,74,97,90,69,77,86,65,94,86,95,87,63,67,24,23,71,89,90,62,49,43,14,72,74,58,49,29,71,87,78,52,90,76,30,29,64,92,57,63,71,72,52,80,82,65,77,74,63,22,60,50,38,91,71,65,65,95,64,70,0,82,73,66,82,80,55,84,35,93,34
Texas,2011,4,79,58,69,71,33,33,22,33,42,61,78,71,73,53,51,68,68,62,53,61,74,50,44,21,65,64,74,76,48,79,61,22,57,60,46,66,31,68,72,69,38,60,60,9,21,65,63,57,53,70,49,38,69,52,60,66,48,68,41,64,43,25,63,59,74,59,44,63,36,0,74,53,51,61,60,56,72,28,86,38
Utah,2011,6,69,59,81,65,71,57,100,55,82,69,84,82,81,61,58,76,77,53,43,21,80,79,43,0,23,46,97,83,67,73,75,14,40,67,95,99,41,85,85,64,42,71,100,26,63,64,80,0,100,97,40,58,94,88,71,75,71,56,47,62,48,0,81,65,64,62,0,63,56,100,97,62,58,68,62,65,64,28,83,46
Vermont,2011,7,88,0,78,61,63,0,0,26,67,44,76,67,67,0,91,33,56,49,0,0,65,90,37,0,16,55,88,93,66,67,53,54,44,66,47,54,0,100,45,50,48,55,76,44,0,42,69,0,0,71,38,82,77,61,51,52,68,63,0,36,0,0,85,0,47,0,0,32,0,0,80,45,45,100,75,59,53,49,71,100
Virginia,2011,14,80,69,85,74,51,35,45,44,49,59,76,82,81,53,55,55,75,61,52,55,73,62,52,38,37,46,92,94,62,66,68,20,53,62,50,91,39,72,82,65,37,62,73,14,24,59,63,33,64,71,55,46,70,54,63,75,59,72,31,48,55,41,78,55,65,62,54,61,36,0,83,60,57,62,73,56,71,33,90,51
Washington,2011,7,72,67,72,65,71,64,56,54,59,58,82,68,71,57,58,55,67,54,44,62,80,59,33,35,19,53,81,76,100,82,62,8,39,65,46,68,16,70,68,52,35,53,67,10,28,47,65,74,59,80,46,52,63,55,57,61,53,88,50,48,48,65,72,48,60,42,55,55,35,0,84,57,53,73,84,58,61,40,74,78
West Virginia,2011,7,96,85,85,85,49,0,0,0,69,55,72,82,96,91,99,84,77,100,100,100,86,69,86,0,12,70,98,96,80,38,36,65,65,100,79,48,0,74,100,97,73,85,90,40,45,66,97,0,0,61,100,96,73,71,58,96,82,42,49,57,53,0,96,100,65,91,0,73,89,0,85,70,76,66,89,63,82,34,91,24
Wisconsin,2011,7,77,69,77,68,57,64,43,53,58,45,78,79,82,67,81,74,73,63,41,60,68,84,58,60,25,58,89,89,73,64,45,7,42,74,56,61,21,79,70,59,45,68,84,17,43,58,78,47,64,78,66,47,73,88,69,72,69,70,38,52,68,43,85,50,55,45,59,55,38,0,80,62,65,74,72,80,63,44,77,46
Wyoming,2011,5,73,0,72,58,52,0,0,48,87,60,73,78,82,0,0,47,80,64,0,0,89,71,74,0,16,77,92,98,78,48,29,100,48,67,69,46,0,77,74,60,100,55,89,0,0,77,83,0,0,75,82,100,93,85,62,79,63,38,0,19,82,0,66,0,58,0,0,74,0,0,87,100,54,70,71,46,69,52,90,54
Alabama,2012,7,89,65,91,81,40,0,0,17,58,62,73,90,84,50,50,55,84,91,93,56,92,64,88,0,26,83,88,89,51,50,55,18,90,71,43,53,23,67,86,87,46,83,74,53,55,75,79,46,67,77,67,54,72,75,58,74,67,44,73,65,35,0,93,93,66,79,100,83,72,0,79,82,88,74,92,73,94,31,84,28
Alaska,2012,3,74,0,98,78,82,0,0,51,56,77,79,66,72,0,40,20,81,62,0,0,91,66,44,0,25,97,80,84,83,51,52,35,65,60,46,64,0,74,90,67,45,66,65,61,0,74,58,0,0,74,34,37,58,56,46,73,51,90,0,52,35,0,65,0,51,0,0,74,0,0,89,72,74,58,74,61,69,20,85,75
Arizona,2012,4,78,39,77,79,62,100,40,49,58,75,78,86,79,41,48,55,84,63,60,54,86,63,39,54,55,74,80,81,66,98,72,34,60,71,56,64,46,78,74,69,43,75,73,35,52,77,73,55,72,69,66,57,62,44,63,73,58,89,53,69,62,43,75,68,57,57,47,68,47,0,88,73,71,69,81,56,75,28,81,63
Arkansas,2012,4,83,77,88,79,47,0,0,21,56,63,82,100,86,49,45,74,93,86,83,32,100,72,74,0,28,75,95,91,52,51,55,14,77,78,57,60,23,76,96,92,53,79,70,45,78,82,80,100,0,75,54,52,78,67,62,90,77,54,43,43,52,0,99,67,72,91,0,90,78,0,87,78,85,77,67,79,91,26,89,30
California,2012,6,64,53,70,70,78,84,53,50,63,69,76,76,67,25,37,44,66,52,41,38,72,49,37,50,55,58,73,74,75,87,67,48,54,62,50,73,40,78,72,70,36,55,66,30,50,62,54,43,59,65,47,46,51,36,50,64,53,76,31,73,55,48,65,53,58,55,22,55,30,0,77,66,62,77,75,57,58,28,75,72
Colorado,2012,5,74,50,76,70,77,70,76,67,77,59,79,75,64,27,38,34,68,47,41,39,81,56,31,46,37,74,79,80,71,83,51,36,50,61,42,62,13,74,63,55,39,56,62,17,40,65,56,49,69,61,61,53,67,45,67,71,61,99,33,61,45,87,76,57,51,40,0,57,32,0,79,65,60,63,78,48,63,37,78,86
Connecticut,2012,10,77,53,74,67,62,65,21,36,58,59,73,97,76,35,39,49,58,51,33,69,77,54,44,28,70,78,78,84,70,81,69,29,70,72,56,76,39,71,74,64,36,67,73,100,55,55,66,0,60,57,53,54,53,44,51,68,65,77,27,50,42,49,92,47,56,55,0,55,27,0,79,67,68,70,72,71,62,25,71,67
Delaware,2012,9,79,37,95,83,60,0,0,29,63,66,79,96,83,54,42,48,70,66,45,0,82,83,56,0,43,70,89,86,78,66,61,58,86,82,73,67,50,72,79,70,51,73,79,64,0,77,76,0,0,48,61,34,63,42,62,89,80,51,0,54,93,0,82,48,55,78,0,67,0,0,100,69,69,67,72,91,69,25,83,54
District of Columbia,2012,31,77,38,85,62,63,0,60,42,45,47,100,80,69,31,31,30,74,49,35,45,72,53,45,19,44,63,74,71,67,80,76,100,58,50,41,100,46,67,60,57,35,55,35,18,62,61,46,0,0,61,48,58,54,48,72,63,55,100,20,50,50,0,72,64,50,49,0,54,39,0,63,51,50,58,74,52,69,29,73,73
Florida,2012,4,81,48,79,72,43,58,28,42,60,72,72,85,72,31,41,54,65,61,57,54,83,60,45,32,99,73,79,79,48,75,69,47,63,62,47,71,45,73,77,68,44,65,63,37,46,66,63,60,60,71,59,54,62,37,55,69,51,84,46,69,48,37,72,54,59,63,38,61,51,0,82,68,61,62,76,52,73,28,78,45
Georgia,2012,4,77,52,72,71,39,45,20,29,47,56,73,80,70,26,35,38,76,59,52,45,79,48,58,17,69,73,75,75,54,68,57,99,59,59,48,64,39,64,71,74,39,59,61,39,62,63,59,49,58,70,47,42,66,49,56,73,55,67,34,55,39,42,71,69,61,72,39,71,53,0,73,63,60,60,67,63,80,26,77,35
Hawaii,2012,5,64,69,73,92,72,0,0,65,63,97,67,80,78,35,43,68,71,53,53,29,75,53,38,0,7,51,91,96,76,68,62,20,52,57,50,84,49,78,97,72,41,63,70,31,98,75,57,0,0,90,55,50,56,32,49,77,86,63,0,97,64,0,60,47,54,54,0,62,0,0,82,79,70,81,68,60,58,20,87,82
Idaho,2012,3,79,91,80,82,70,0,0,57,88,100,80,82,78,41,46,71,79,63,67,62,88,71,40,100,24,73,89,88,65,53,58,15,65,75,74,56,0,84,84,59,40,69,99,39,71,84,84,0,0,77,90,100,82,73,61,91,72,54,64,84,23,0,76,81,56,48,0,75,0,0,87,83,80,100,83,76,72,29,84,52
Illinois,2012,5,79,42,72,72,47,62,51,44,50,59,88,78,69,25,37,37,74,56,47,39,74,51,54,40,46,54,73,79,67,81,50,56,53,60,40,62,55,70,68,70,42,59,60,51,42,63,56,34,56,67,51,41,56,56,70,73,52,70,38,63,44,35,75,67,55,59,33,62,42,0,70,63,60,69,94,61,69,27,78,58
Indiana,2012,6,85,64,79,82,44,48,38,46,60,56,80,91,90,41,63,56,87,79,81,63,80,75,68,43,29,93,90,93,60,63,41,18,66,87,65,48,27,78,89,80,51,72,88,46,59,76,91,54,82,63,84,56,77,71,71,100,77,63,39,57,47,0,90,78,55,68,38,82,46,0,87,84,91,92,94,64,71,26,82,41
Iowa,2012,7,77,83,83,79,76,0,37,38,72,61,82,89,82,50,49,65,75,79,54,50,79,73,68,0,16,79,91,90,79,62,33,15,73,79,72,51,15,93,74,68,45,76,89,30,99,71,83,0,81,70,54,77,84,91,74,83,77,75,48,86,69,0,85,76,52,60,0,76,43,0,80,80,88,85,79,73,71,32,87,43
Kansas,2012,6,83,64,87,90,42,0,0,33,63,62,79,85,75,34,41,48,82,76,70,52,81,68,56,0,41,80,87,87,82,62,33,27,62,68,75,47,14,77,85,73,43,58,77,19,44,80,74,0,0,81,52,54,90,81,72,86,63,57,51,73,44,0,81,55,64,76,0,72,54,0,88,80,71,70,75,67,75,24,89,38
Kentucky,2012,5,89,47,85,77,36,0,0,36,56,56,82,88,85,57,43,60,80,84,88,67,90,59,81,30,39,71,86,89,66,48,36,13,77,68,57,48,16,73,81,94,50,76,78,56,33,71,81,66,74,76,71,57,71,86,68,78,72,52,59,59,65,0,89,88,57,77,48,79,37,0,85,76,72,75,68,42,89,25,83,39
Louisiana,2012,5,89,43,83,87,37,0,0,19,57,71,83,80,75,44,40,57,82,74,81,50,91,52,89,20,61,79,81,78,42,60,47,29,95,67,47,52,23,71,79,77,62,71,53,18,34,74,80,33,0,79,57,51,64,47,63,67,61,59,55,71,24,0,80,84,100,61,0,72,65,0,82,74,69,60,79,75,84,22,88,35
Maine,2012,6,78,45,77,74,61,0,0,61,61,50,74,89,83,15,43,53,80,72,51,46,85,71,43,0,0,86,85,88,71,59,52,11,68,79,50,64,89,84,60,59,46,73,81,77,50,55,81,0,0,60,91,62,73,76,49,88,60,52,39,42,100,0,91,60,47,57,0,50,0,0,92,83,90,75,100,42,61,34,66,73
Maryland,2012,100,79,53,87,69,59,86,29,35,55,53,74,89,86,32,44,51,77,61,50,56,76,74,64,40,40,96,90,90,76,73,70,59,66,76,70,87,72,73,77,68,44,74,74,46,67,66,70,46,74,67,74,58,58,55,59,82,80,84,42,46,72,32,90,71,61,58,0,77,46,0,82,77,66,71,84,58,74,32,77,58
Massachusetts,2012,14,79,51,78,77,71,88,44,43,44,56,90,85,74,37,41,43,67,51,37,41,73,51,42,35,27,76,81,82,80,77,73,29,73,68,61,93,49,72,64,59,46,64,63,61,66,58,69,52,54,63,63,54,57,50,63,73,56,80,47,60,55,49,85,51,52,47,0,50,33,0,74,65,63,68,77,64,63,26,74,92
Michigan,2012,6,78,56,76,70,49,75,29,46,61,53,76,76,70,28,43,52,71,66,61,56,74,63,54,29,42,66,79,77,59,71,53,44,60,66,51,52,43,69,73,72,48,67,77,38,48,62,68,45,70,67,67,58,61,59,59,77,60,62,49,55,44,45,79,73,55,61,45,59,36,0,71,71,65,69,79,56,67,22,73,52
Minnesota,2012,6,77,45,80,72,67,90,67,55,52,50,83,83,75,29,49,48,83,56,46,48,74,63,41,25,25,67,79,77,92,100,50,38,65,73,50,51,23,77,70,60,43,64,73,83,54,59,71,57,67,70,60,46,74,73,77,63,63,88,42,60,71,66,80,71,52,47,0,64,43,0,72,71,74,63,77,71,65,37,73,60
Mississippi,2012,5,92,50,86,82,33,0,0,0,48,68,73,96,89,33,54,69,100,91,94,83,94,74,100,0,11,99,93,92,28,46,27,18,91,77,50,40,0,69,98,97,57,95,64,57,74,76,81,0,0,89,66,53,68,53,52,87,78,40,41,61,50,0,97,98,98,100,0,100,68,0,77,79,79,74,73,67,100,22,85,22
Missouri,2012,6,85,42,76,76,54,70,14,30,52,57,85,85,75,37,52,43,78,68,69,45,81,62,54,22,21,66,80,83,75,69,56,72,68,70,55,60,29,76,70,67,52,63,60,26,62,70,73,37,58,73,67,55,75,65,74,81,59,72,42,71,54,30,81,84,58,65,37,64,66,0,82,75,73,71,81,66,74,22,82,39
Montana,2012,6,78,0,91,64,76,0,0,54,95,55,75,80,80,25,100,37,90,58,48,0,93,64,41,0,5,57,85,91,64,50,41,25,56,78,69,58,0,87,84,60,52,62,91,97,0,63,70,0,0,73,100,69,67,82,52,72,60,71,0,40,74,0,91,49,47,37,0,64,0,0,81,82,72,79,89,70,65,33,76,65
Nebraska,2012,6,88,69,87,86,67,0,0,39,57,62,94,84,79,29,63,60,81,69,61,58,85,69,55,33,21,87,88,84,83,76,47,15,55,76,69,47,30,81,69,75,50,70,84,78,94,84,72,43,0,72,59,48,80,100,100,72,65,61,47,100,82,0,77,87,55,58,0,70,0,0,89,86,69,59,60,69,78,31,95,41
Nevada,2012,2,67,30,77,76,57,0,0,56,72,85,71,85,71,25,45,35,74,61,50,29,84,57,46,51,63,68,75,75,61,71,68,28,64,58,65,70,23,73,79,69,32,59,68,20,67,80,58,77,0,62,39,38,59,42,56,84,56,80,32,78,81,0,67,71,58,62,0,60,14,0,93,76,64,72,93,76,66,25,82,54
New Hampshire,2012,7,80,52,77,72,59,0,0,33,55,52,76,89,75,36,56,44,60,66,49,49,83,75,49,0,15,72,87,96,100,62,60,17,76,61,52,78,53,89,71,63,57,61,89,34,53,59,75,0,0,63,73,80,72,72,56,76,67,61,0,65,79,0,90,87,51,77,0,49,0,0,90,78,76,56,61,76,62,31,84,79
New Jersey,2012,6,72,41,72,80,48,65,26,31,49,70,74,93,77,28,42,42,70,54,46,43,78,53,53,31,60,68,83,88,62,81,100,36,66,66,48,94,51,69,82,78,42,65,80,56,48,74,66,46,68,60,52,45,50,37,52,65,63,48,23,79,65,38,85,56,59,67,23,56,24,0,82,67,66,77,77,71,67,29,83,60
New Mexico,2012,9,74,48,100,64,48,0,0,45,69,69,66,89,89,40,63,54,85,66,63,62,84,67,44,0,50,88,88,94,64,68,43,20,58,83,89,64,27,73,82,76,49,81,84,34,54,71,75,0,0,56,76,51,63,46,51,76,72,56,77,65,60,0,87,82,56,54,0,85,0,0,83,81,87,69,73,69,67,62,76,70
New York,2012,7,72,39,67,68,56,69,48,29,41,58,81,79,67,27,37,41,62,46,35,38,70,48,48,36,100,68,73,74,54,69,74,31,62,56,41,88,52,70,67,64,33,57,64,38,40,60,56,29,52,59,46,45,47,36,47,67,54,48,28,55,47,39,74,55,58,59,26,54,36,0,72,58,55,73,82,62,59,23,71,76
North Carolina,2012,9,78,65,80,76,51,63,20,35,60,59,76,90,79,32,41,52,77,64,55,43,83,63,59,19,38,100,86,84,56,66,57,38,77,67,58,68,21,73,81,73,40,71,73,34,61,68,71,45,70,70,61,48,72,63,64,77,67,70,30,61,57,44,78,69,58,66,37,68,77,0,79,76,75,67,81,69,79,34,83,49
North Dakota,2012,7,91,0,90,79,32,0,0,0,69,68,71,79,90,0,79,88,89,59,37,0,82,100,67,0,0,72,93,87,73,59,29,21,100,81,55,43,0,88,83,80,83,78,94,81,0,87,92,0,0,66,82,86,100,62,82,75,59,83,0,69,46,0,84,100,60,49,0,68,0,0,96,100,100,79,68,100,81,100,94,33
Ohio,2012,7,87,62,87,77,41,63,24,37,52,66,84,87,82,42,53,49,78,72,75,61,80,67,59,25,16,75,82,85,74,62,38,31,65,73,65,51,29,80,75,75,61,73,83,35,58,73,76,44,74,69,73,53,68,76,76,82,67,57,48,73,40,37,86,69,56,65,49,65,54,0,85,77,76,67,76,66,73,30,81,45
Oklahoma,2012,5,89,64,86,79,48,0,0,21,53,72,81,82,82,45,46,62,91,90,97,85,92,65,62,0,24,70,82,86,57,56,66,21,77,66,46,70,44,75,84,86,41,72,63,47,49,82,78,63,0,66,97,61,74,60,74,86,65,59,46,85,27,0,92,77,67,62,0,79,72,0,92,91,85,57,75,56,80,24,95,32
Oregon,2012,6,67,80,80,63,100,90,100,73,72,52,75,87,77,31,53,39,80,65,46,55,84,61,41,54,27,65,83,79,75,78,54,14,50,62,43,57,16,79,66,55,49,67,73,21,72,47,67,41,69,78,67,56,64,58,57,76,70,90,24,45,59,100,77,54,52,49,0,67,51,0,86,76,73,71,74,39,63,36,66,76
Pennsylvania,2012,10,84,53,83,75,54,63,27,33,57,62,81,94,81,41,50,49,78,65,50,54,77,67,55,25,24,68,86,90,67,75,64,37,76,73,60,75,43,75,76,75,46,73,77,57,43,77,74,35,66,63,64,56,64,53,61,72,66,64,55,71,59,43,89,76,55,65,40,64,49,0,82,75,71,70,83,67,71,30,80,58
Rhode Island,2012,14,80,35,57,74,55,0,0,32,59,63,78,91,79,47,52,36,63,61,54,22,82,56,46,0,44,73,82,100,64,69,67,12,68,68,58,87,99,76,86,67,48,64,82,85,100,64,68,0,0,61,54,69,58,45,61,74,72,76,0,59,49,0,89,80,58,73,0,43,0,0,83,64,63,72,99,78,70,27,80,83
South Carolina,2012,6,87,71,80,76,46,53,0,37,60,60,71,88,78,33,43,56,86,77,64,70,84,59,68,0,23,87,87,89,58,55,57,20,67,72,42,73,27,77,96,80,46,75,78,70,62,81,70,58,69,71,63,59,78,62,57,85,72,69,37,65,44,0,77,63,60,79,0,74,100,0,83,75,74,70,84,67,79,30,84,43
South Dakota,2012,5,89,0,79,87,79,0,0,26,96,56,82,99,100,55,71,100,85,81,74,100,85,99,52,0,17,92,100,95,61,57,33,17,59,100,51,48,0,84,84,74,100,88,95,0,0,100,82,0,0,75,100,68,94,70,77,100,100,60,0,80,48,0,98,68,56,34,0,82,0,0,75,89,91,78,53,35,79,81,100,32
Tennessee,2012,8,95,55,89,81,56,68,19,37,56,63,78,97,89,47,47,50,77,91,82,61,91,58,72,17,35,93,86,88,67,49,37,22,89,72,49,51,10,71,79,81,56,85,71,40,72,71,88,45,68,77,96,63,74,76,65,92,69,67,58,74,64,36,86,78,59,74,62,70,66,0,83,86,83,62,75,54,86,28,88,41
Texas,2012,4,76,56,71,78,42,54,21,31,45,63,78,79,72,27,35,46,78,66,61,48,82,50,52,24,79,82,73,75,52,74,58,68,77,60,47,72,29,69,73,78,45,60,55,48,47,77,59,50,54,71,52,48,65,45,59,69,47,70,38,75,46,30,68,67,73,72,35,68,53,0,74,63,58,60,64,60,77,23,86,41
Utah,2012,5,68,86,86,84,79,61,71,63,76,69,78,77,78,39,49,47,73,55,50,47,81,76,36,37,36,56,95,83,73,70,74,24,59,75,72,93,14,82,84,64,39,52,100,26,60,66,79,0,100,100,64,62,88,79,67,71,64,53,39,72,25,0,75,51,56,71,0,65,50,0,89,81,69,79,69,58,66,24,82,47
Vermont,2012,8,80,0,75,68,79,0,0,100,69,47,75,80,71,0,34,28,72,62,0,0,80,64,59,0,6,83,82,87,72,70,69,29,55,78,100,61,0,100,59,55,54,53,81,75,0,49,57,0,0,60,76,52,72,59,51,78,74,46,0,36,85,0,90,0,44,0,0,51,0,0,81,75,56,66,82,49,59,42,68,100
Virginia,2012,13,79,65,87,79,56,65,30,46,53,60,78,93,80,29,44,44,79,64,51,42,80,63,52,45,49,68,91,91,85,66,72,54,64,68,47,94,53,73,86,73,40,65,72,50,79,69,59,46,70,72,54,55,67,55,61,74,64,76,31,57,63,52,80,64,59,74,42,66,58,100,85,74,69,73,84,64,72,28,83,53
Washington,2012,6,68,48,78,67,85,82,59,68,55,63,86,76,71,28,41,41,79,54,44,44,84,49,38,65,22,58,77,75,95,81,59,27,50,62,50,70,15,72,65,58,45,53,63,50,59,53,60,40,65,78,62,49,62,50,56,74,51,97,19,55,50,79,70,54,54,46,28,60,43,0,84,70,65,77,74,43,64,31,72,81
West Virginia,2012,7,100,100,95,100,46,0,0,0,70,68,72,96,91,100,57,70,77,100,100,95,93,64,89,0,11,72,97,91,51,38,29,23,83,87,54,49,69,69,100,100,69,100,88,45,58,71,100,0,0,56,60,75,69,62,60,100,77,42,100,75,65,0,100,65,62,93,0,69,48,0,86,83,74,66,98,78,92,27,83,30
Wisconsin,2012,7,85,66,79,71,65,97,26,49,64,47,79,82,75,36,55,54,81,65,47,70,75,69,62,40,26,76,81,84,91,65,54,25,60,70,42,56,23,77,75,68,55,65,82,76,62,69,73,28,71,65,68,61,68,78,65,86,64,71,29,56,76,40,82,74,52,51,40,61,48,0,83,77,72,71,75,77,66,35,75,52
Wyoming,2012,5,80,0,97,68,64,0,0,60,100,56,71,78,80,0,0,55,67,58,0,0,92,57,58,0,25,57,86,82,52,50,23,76,64,77,49,52,100,78,49,61,59,71,84,0,0,69,77,0,0,68,92,69,85,74,57,50,70,51,0,54,0,0,74,0,45,0,0,71,0,0,85,91,90,71,34,43,72,39,82,61
Alabama,2013,7,90,52,92,77,45,0,0,30,50,58,74,84,89,92,70,55,81,95,100,75,94,60,89,0,5,77,91,80,49,55,48,18,83,82,70,56,39,69,96,85,73,88,69,28,48,80,80,73,67,77,71,69,78,53,64,73,73,46,86,61,34,0,92,59,61,72,97,88,48,0,80,77,85,68,66,72,100,33,93,31
